"customer_id","recency_days","frequency","monetary","churn_status"
"17602.0",1,14,7451.13,"Active"
"15214.0",1,8,1661.44,"Active"
"12950.0",1,3,1843.00,"Active"
"17631.0",1,7,998.49,"Active"
"17673.0",1,13,4233.58,"Active"
"13468.0",1,72,13390.51,"Active"
"15471.0",1,3,1316.56,"Active"
"14217.0",1,23,3416.89,"Active"
"17735.0",1,26,17244.93,"Active"
"15298.0",1,23,9459.37,"Active"
"13408.0",1,106,51733.46,"Active"
"14291.0",1,23,7904.10,"Active"
"13314.0",1,3,775.94,"Active"
"13924.0",1,6,1838.85,"Active"
"15883.0",1,2,396.48,"Active"
"14251.0",1,5,2879.70,"Active"
"16525.0",1,48,24582.64,"Active"
"16161.0",1,43,12831.80,"Active"
"15443.0",1,14,5175.93,"Active"
"14904.0",1,4,1640.64,"Active"
"17841.0",1,211,70884.07,"Active"
"16891.0",1,11,2056.82,"Active"
"13394.0",1,19,6621.70,"Active"
"14698.0",1,5,1250.76,"Active"
"13534.0",1,35,7720.90,"Active"
"14032.0",1,16,4850.27,"Active"
"15187.0",1,16,4777.18,"Active"
"14204.0",1,4,1062.96,"Active"
"12347.0",1,8,5633.32,"Active"
"18273.0",1,4,357.00,"Active"
"14085.0",1,33,10104.97,"Active"
"14132.0",1,11,3586.03,"Active"
"17315.0",1,43,9650.60,"Active"
"16442.0",1,5,899.47,"Active"
"17522.0",1,5,1070.71,"Active"
"15159.0",1,34,22116.73,"Active"
"12569.0",1,32,4124.69,"Active"
"17830.0",1,3,398.70,"Active"
"13954.0",1,2,439.92,"Active"
"12358.0",1,5,3887.07,"Active"
"13756.0",1,23,9207.50,"Active"
"15525.0",1,4,1295.70,"Active"
"15237.0",1,4,1412.32,"Active"
"13436.0",1,1,196.89,"Active"
"14520.0",1,2,270.60,"Active"
"17870.0",1,13,3108.15,"Active"
"14129.0",1,9,2591.34,"Active"
"15453.0",1,7,1388.37,"Active"
"17590.0",1,3,1479.22,"Active"
"18109.0",1,38,9893.96,"Active"
"12783.0",1,6,2225.91,"Active"
"16210.0",1,35,38489.51,"Active"
"15877.0",1,2,493.28,"Active"
"18092.0",1,18,16179.44,"Active"
"13767.0",1,73,35540.53,"Active"
"17097.0",1,9,1340.45,"Active"
"13870.0",1,15,5712.08,"Active"
"14189.0",1,16,5814.39,"Active"
"16672.0",1,20,8134.94,"Active"
"15701.0",1,4,1542.14,"Active"
"18210.0",1,7,2768.83,"Active"
"12471.0",1,79,39963.79,"Active"
"14646.0",1,151,528602.52,"Active"
"17436.0",1,5,534.06,"Active"
"14395.0",1,20,8208.01,"Active"
"14191.0",1,15,4817.66,"Active"
"13769.0",1,20,5800.42,"Active"
"15520.0",1,1,343.50,"Active"
"17266.0",1,5,517.73,"Active"
"12935.0",1,15,4243.86,"Active"
"12621.0",1,35,24775.81,"Active"
"17856.0",1,4,1418.03,"Active"
"16779.0",1,53,33268.24,"Active"
"17449.0",1,13,4951.15,"Active"
"16426.0",1,10,1908.25,"Active"
"12747.0",1,26,9276.54,"Active"
"14138.0",1,2,982.38,"Active"
"14719.0",1,5,1602.13,"Active"
"16393.0",1,23,5561.66,"Active"
"17677.0",1,54,36692.91,"Active"
"17511.0",2,60,175603.55,"Active"
"14910.0",2,4,434.35,"Active"
"14397.0",2,19,2612.96,"Active"
"17730.0",2,20,7773.80,"Active"
"13949.0",2,6,2427.32,"Active"
"14907.0",2,16,6165.79,"Active"
"17091.0",2,19,7811.10,"Active"
"13267.0",2,36,9758.26,"Active"
"17883.0",2,7,995.85,"Active"
"14087.0",2,3,846.22,"Active"
"17861.0",2,18,5127.69,"Active"
"14141.0",2,4,915.13,"Active"
"16569.0",2,5,1455.23,"Active"
"14708.0",2,5,2212.28,"Active"
"15023.0",2,20,12170.68,"Active"
"17232.0",2,2,421.52,"Active"
"13089.0",2,203,116737.86,"Active"
"12417.0",2,20,6816.91,"Active"
"13685.0",2,7,3119.44,"Active"
"14673.0",2,7,3410.81,"Active"
"16711.0",2,9,2868.48,"Active"
"12442.0",2,1,172.06,"Active"
"13743.0",2,7,1341.60,"Active"
"16495.0",2,3,684.41,"Active"
"13104.0",2,9,1709.10,"Active"
"14769.0",2,17,15771.88,"Active"
"18237.0",2,5,987.10,"Active"
"16016.0",2,11,2533.94,"Active"
"16313.0",2,2,274.15,"Active"
"13507.0",2,4,2479.16,"Active"
"14578.0",2,1,168.63,"Active"
"18225.0",2,26,13054.26,"Active"
"17238.0",2,32,7783.10,"Active"
"17835.0",2,3,350.64,"Active"
"17503.0",2,2,558.96,"Active"
"18219.0",2,17,3562.89,"Active"
"16143.0",2,12,4910.83,"Active"
"14572.0",2,11,5615.18,"Active"
"16987.0",2,11,2535.90,"Active"
"15750.0",2,18,6797.19,"Active"
"16000.0",2,3,12393.70,"Active"
"12912.0",2,5,1662.30,"Active"
"14216.0",2,5,2150.04,"Active"
"14794.0",2,10,1953.90,"Active"
"15984.0",2,30,8759.32,"Active"
"12362.0",2,11,5356.23,"Active"
"15969.0",2,5,1127.05,"Active"
"12989.0",2,33,13551.75,"Active"
"14534.0",2,26,6271.11,"Active"
"15195.0",2,1,3861.00,"Active"
"14527.0",2,122,27792.30,"Active"
"13078.0",2,57,29532.45,"Active"
"14282.0",2,25,7849.66,"Active"
"16458.0",2,30,5715.34,"Active"
"15194.0",2,28,12427.69,"Active"
"12583.0",2,27,14447.44,"Active"
"18272.0",2,9,4385.98,"Active"
"17412.0",2,16,4417.52,"Active"
"14503.0",2,6,3543.26,"Active"
"16271.0",2,10,3463.02,"Active"
"17017.0",2,29,14110.61,"Active"
"14293.0",2,9,3267.93,"Active"
"12839.0",2,26,10071.73,"Active"
"18154.0",2,5,932.60,"Active"
"13882.0",2,5,1191.13,"Active"
"16817.0",2,13,2804.90,"Active"
"17042.0",2,5,1044.38,"Active"
"16191.0",2,24,15688.02,"Active"
"16201.0",2,5,2112.12,"Active"
"12828.0",2,6,1018.71,"Active"
"12826.0",2,12,2955.75,"Active"
"12650.0",2,1,314.44,"Active"
"16076.0",2,10,2234.73,"Active"
"17705.0",2,11,2083.90,"Active"
"15498.0",2,44,26039.58,"Active"
"12820.0",2,11,2689.52,"Active"
"17119.0",2,2,606.91,"Active"
"15822.0",2,6,1840.06,"Active"
"17049.0",2,19,9947.48,"Active"
"13668.0",2,35,13089.94,"Active"
"16678.0",2,12,3109.99,"Active"
"13225.0",2,16,16260.07,"Active"
"14868.0",2,12,4184.01,"Active"
"13323.0",2,5,787.85,"Active"
"15568.0",2,3,758.29,"Active"
"14871.0",2,9,1258.97,"Active"
"16539.0",2,10,3732.01,"Active"
"15136.0",2,4,1286.70,"Active"
"12720.0",2,30,8260.67,"Active"
"16600.0",3,13,2153.41,"Active"
"13021.0",3,17,4887.24,"Active"
"16597.0",3,1,90.04,"Active"
"17290.0",3,8,1501.44,"Active"
"12367.0",3,1,168.90,"Active"
"12478.0",3,1,680.99,"Active"
"16968.0",3,2,439.43,"Active"
"15097.0",3,3,908.35,"Active"
"17404.0",3,23,47781.12,"Active"
"16013.0",3,84,57446.44,"Active"
"15932.0",3,8,2495.87,"Active"
"16684.0",3,55,147142.77,"Active"
"17250.0",3,2,384.52,"Active"
"12628.0",3,3,786.46,"Active"
"13709.0",3,18,7591.75,"Active"
"13199.0",3,67,16432.89,"Active"
"18283.0",3,22,2736.65,"Active"
"16015.0",3,3,705.39,"Active"
"18030.0",3,2,230.65,"Active"
"14071.0",3,8,1438.82,"Active"
"13881.0",3,43,45179.10,"Active"
"13079.0",3,6,419.18,"Active"
"12723.0",3,5,725.07,"Active"
"17744.0",3,7,2649.14,"Active"
"16592.0",3,28,7807.91,"Active"
"15856.0",3,52,34220.34,"Active"
"13001.0",3,33,24172.10,"Active"
"16379.0",3,4,2157.40,"Active"
"16200.0",3,12,5643.45,"Active"
"13311.0",3,2,598.57,"Active"
"13755.0",3,9,2161.35,"Active"
"17920.0",3,54,24516.46,"Active"
"12766.0",3,9,10068.28,"Active"
"14096.0",3,17,65164.79,"Active"
"15157.0",3,5,2654.11,"Active"
"16910.0",3,8,1510.06,"Active"
"16353.0",3,38,9999.46,"Active"
"14608.0",3,11,3352.94,"Active"
"15690.0",3,2,239.76,"Active"
"17218.0",3,18,4192.68,"Active"
"16949.0",3,6,1286.27,"Active"
"13305.0",3,16,3754.71,"Active"
"14735.0",3,56,12240.16,"Active"
"14629.0",3,2,959.01,"Active"
"16133.0",3,56,22992.26,"Active"
"15550.0",3,12,2218.80,"Active"
"14083.0",3,11,1407.26,"Active"
"14140.0",3,2,935.05,"Active"
"17706.0",3,31,20749.98,"Active"
"15318.0",3,1,312.62,"Active"
"12994.0",3,3,974.42,"Active"
"13994.0",3,6,2313.14,"Active"
"17593.0",3,11,8095.80,"Active"
"17383.0",3,2,309.99,"Active"
"12716.0",3,2,1053.49,"Active"
"15854.0",3,21,5583.81,"Active"
"12971.0",3,116,15972.79,"Active"
"17090.0",3,13,3149.48,"Active"
"16929.0",3,7,1295.39,"Active"
"15031.0",3,14,3156.58,"Active"
"13985.0",3,22,10020.86,"Active"
"17346.0",3,26,5323.00,"Active"
"15145.0",3,4,1194.73,"Active"
"12749.0",3,9,6897.36,"Active"
"17728.0",3,5,4238.76,"Active"
"17857.0",3,24,28682.24,"Active"
"14121.0",3,4,2780.15,"Active"
"12682.0",3,52,24033.91,"Active"
"12683.0",3,21,12696.78,"Active"
"18044.0",3,18,3505.61,"Active"
"15274.0",3,2,716.57,"Active"
"15907.0",3,3,967.45,"Active"
"17481.0",3,4,1255.59,"Active"
"14739.0",3,25,12287.50,"Active"
"16790.0",3,6,1545.62,"Active"
"13230.0",3,30,6360.78,"Active"
"14737.0",3,4,3554.17,"Active"
"13173.0",3,11,2639.35,"Active"
"17666.0",3,5,2047.80,"Active"
"13083.0",3,3,395.43,"Active"
"12584.0",3,9,2338.15,"Active"
"17914.0",3,1,336.43,"Active"
"16764.0",3,13,2799.25,"Active"
"18005.0",3,2,249.72,"Active"
"17884.0",3,20,3072.89,"Active"
"18015.0",3,1,120.03,"Active"
"15640.0",3,29,23957.58,"Active"
"17811.0",3,47,9609.80,"Active"
"12877.0",3,20,2955.17,"Active"
"14401.0",3,22,6795.90,"Active"
"16620.0",3,6,1758.93,"Active"
"14113.0",3,16,7092.61,"Active"
"14418.0",3,3,1937.25,"Active"
"17817.0",3,6,807.85,"Active"
"16528.0",3,1,244.41,"Active"
"14547.0",3,8,4007.54,"Active"
"18198.0",3,17,5425.56,"Active"
"14696.0",3,8,2767.90,"Active"
"16904.0",3,21,5132.37,"Active"
"14110.0",3,33,12987.95,"Active"
"14219.0",3,3,633.83,"Active"
"13790.0",3,1,348.80,"Active"
"15992.0",3,3,896.60,"Active"
"14562.0",3,26,6729.40,"Active"
"16851.0",3,3,342.45,"Active"
"13694.0",3,143,196482.81,"Active"
"14825.0",3,24,4925.08,"Active"
"15061.0",3,127,137818.52,"Active"
"15621.0",3,4,1293.03,"Active"
"16979.0",3,9,2859.74,"Active"
"17676.0",3,10,2765.84,"Active"
"15290.0",4,26,10496.28,"Active"
"15053.0",4,3,697.79,"Active"
"15033.0",4,10,2586.67,"Active"
"14102.0",4,5,1360.28,"Active"
"17254.0",4,3,470.73,"Active"
"14658.0",4,2,247.15,"Active"
"14649.0",4,9,3775.31,"Active"
"16931.0",4,23,5233.62,"Active"
"16500.0",4,9,843.91,"Active"
"13736.0",4,7,2766.21,"Active"
"14759.0",4,3,1625.97,"Active"
"16873.0",4,12,14617.39,"Active"
"15392.0",4,7,2911.62,"Active"
"12490.0",4,21,9823.64,"Active"
"18223.0",4,26,14000.85,"Active"
"16149.0",4,3,422.22,"Active"
"16988.0",4,2,382.67,"Active"
"14546.0",4,11,5197.90,"Active"
"12560.0",4,3,2134.01,"Active"
"18180.0",4,6,1843.75,"Active"
"17006.0",4,8,1636.32,"Active"
"13435.0",4,9,4475.23,"Active"
"13417.0",4,6,1669.49,"Active"
"13704.0",4,9,2308.06,"Active"
"17402.0",4,23,5096.18,"Active"
"16642.0",4,3,1077.45,"Active"
"14456.0",4,9,3062.40,"Active"
"12646.0",4,2,1346.97,"Active"
"12673.0",4,3,1230.02,"Active"
"17526.0",4,12,4166.04,"Active"
"13319.0",4,58,22082.50,"Active"
"12381.0",4,5,1845.31,"Active"
"16811.0",4,2,547.07,"Active"
"12719.0",4,2,644.95,"Active"
"12724.0",4,7,2317.52,"Active"
"13630.0",4,7,2031.78,"Active"
"15867.0",4,31,9063.95,"Active"
"13956.0",4,5,1026.42,"Active"
"17750.0",4,9,1797.57,"Active"
"12782.0",4,11,4618.24,"Active"
"15572.0",4,10,4068.67,"Active"
"14931.0",4,5,1257.68,"Active"
"17131.0",4,5,2463.17,"Active"
"16905.0",4,17,5034.15,"Active"
"16682.0",4,5,1028.00,"Active"
"12841.0",4,40,7540.68,"Active"
"15358.0",4,42,17050.41,"Active"
"16535.0",4,3,1001.59,"Active"
"16513.0",4,4,874.59,"Active"
"17173.0",4,8,3766.60,"Active"
"17579.0",4,4,753.28,"Active"
"17827.0",4,6,2388.05,"Active"
"16746.0",4,42,18066.40,"Active"
"12913.0",4,13,6700.86,"Active"
"13126.0",4,13,3998.25,"Active"
"14060.0",4,30,9519.08,"Active"
"12925.0",4,3,729.33,"Active"
"17954.0",4,19,3966.05,"Active"
"14194.0",4,36,18670.59,"Active"
"15628.0",4,17,5652.26,"Active"
"14075.0",4,6,1734.87,"Active"
"17936.0",4,1,389.84,"Active"
"16360.0",4,6,3512.53,"Active"
"16283.0",5,8,4403.82,"Active"
"17618.0",5,11,4073.24,"Active"
"13808.0",5,5,1747.66,"Active"
"13838.0",5,10,1966.09,"Active"
"13822.0",5,2,632.00,"Active"
"15773.0",5,2,774.52,"Active"
"13558.0",5,4,605.06,"Active"
"14720.0",5,3,663.81,"Active"
"16033.0",5,27,10836.13,"Active"
"17629.0",5,10,2455.52,"Active"
"13153.0",5,1,486.22,"Active"
"14583.0",5,8,1781.03,"Active"
"17114.0",5,8,808.62,"Active"
"16438.0",5,5,798.35,"Active"
"16561.0",5,2,511.12,"Active"
"18065.0",5,29,5866.63,"Active"
"14354.0",5,2,163.62,"Active"
"17858.0",5,30,12797.65,"Active"
"16326.0",5,24,4826.99,"Active"
"13596.0",5,2,697.04,"Active"
"12827.0",5,3,430.15,"Active"
"12952.0",5,4,1387.79,"Active"
"16989.0",6,6,1133.25,"Active"
"13458.0",6,16,11959.27,"Active"
"14250.0",6,3,1904.05,"Active"
"17221.0",6,5,978.52,"Active"
"17584.0",6,6,5309.42,"Active"
"14560.0",6,44,6114.03,"Active"
"17686.0",6,9,8296.81,"Active"
"15078.0",6,53,17761.88,"Active"
"16103.0",6,22,6191.71,"Active"
"14428.0",6,5,1244.83,"Active"
"14865.0",6,4,129.72,"Active"
"12962.0",6,2,266.39,"Active"
"15123.0",6,5,4656.17,"Active"
"13868.0",6,2,3192.54,"Active"
"18055.0",6,14,11195.57,"Active"
"12695.0",6,7,1407.12,"Active"
"15271.0",6,24,4709.54,"Active"
"18245.0",6,20,6324.98,"Active"
"15570.0",6,25,9311.04,"Active"
"14493.0",6,10,5130.15,"Active"
"13017.0",6,1,204.00,"Active"
"15539.0",6,1,538.46,"Active"
"12704.0",6,8,2340.84,"Active"
"17611.0",6,28,8371.98,"Active"
"13969.0",6,35,13365.87,"Active"
"13309.0",6,6,1706.37,"Active"
"18174.0",6,2,162.50,"Active"
"13953.0",6,12,6640.68,"Active"
"14023.0",6,2,584.07,"Active"
"14594.0",6,2,634.83,"Active"
"16359.0",6,16,2697.75,"Active"
"17086.0",6,6,2050.08,"Active"
"17567.0",6,9,5356.03,"Active"
"13884.0",6,10,1888.48,"Active"
"14031.0",6,44,40999.17,"Active"
"15547.0",6,26,10154.39,"Active"
"16474.0",6,7,1871.50,"Active"
"13780.0",6,3,735.82,"Active"
"13560.0",6,1,174.37,"Active"
"12970.0",6,10,1524.97,"Active"
"15769.0",6,46,88704.32,"Active"
"14788.0",6,3,1156.32,"Active"
"13297.0",7,7,4368.62,"Active"
"15531.0",7,2,2007.44,"Active"
"18122.0",7,6,1826.21,"Active"
"12364.0",7,4,1313.10,"Active"
"12700.0",7,4,4939.99,"Active"
"16813.0",7,10,1692.98,"Active"
"15904.0",7,1,164.68,"Active"
"12684.0",7,7,2283.63,"Active"
"17768.0",7,7,3509.51,"Active"
"15144.0",7,29,12160.31,"Active"
"16789.0",7,1,80.80,"Active"
"17566.0",7,2,901.21,"Active"
"17386.0",7,7,2812.77,"Active"
"18144.0",7,19,5058.00,"Active"
"17115.0",7,7,2761.49,"Active"
"12664.0",7,11,6070.04,"Active"
"15500.0",7,4,1131.56,"Active"
"18282.0",7,2,178.05,"Active"
"14440.0",7,13,6638.73,"Active"
"17576.0",7,41,9056.81,"Active"
"14309.0",7,11,3780.81,"Active"
"13705.0",7,7,2035.33,"Active"
"16119.0",7,8,1720.81,"Active"
"17495.0",7,3,806.72,"Active"
"14299.0",7,27,14499.49,"Active"
"14298.0",7,82,91194.49,"Active"
"13183.0",7,15,7036.18,"Active"
"16440.0",7,6,3856.97,"Active"
"15948.0",7,3,1509.09,"Active"
"14292.0",7,16,9226.25,"Active"
"17014.0",7,3,586.33,"Active"
"12856.0",7,6,2179.93,"Active"
"15602.0",7,16,3230.51,"Active"
"14287.0",7,3,176.63,"Active"
"12587.0",7,1,144.00,"Active"
"17321.0",7,6,1741.18,"Active"
"16169.0",7,4,1822.97,"Active"
"14960.0",7,2,221.27,"Active"
"12562.0",7,9,4966.92,"Active"
"17157.0",7,19,5151.90,"Active"
"17426.0",7,13,8077.77,"Active"
"12558.0",7,1,269.96,"Active"
"14688.0",7,28,7713.57,"Active"
"14262.0",7,8,2618.23,"Active"
"12553.0",7,12,4608.75,"Active"
"16759.0",7,3,789.79,"Active"
"17183.0",7,6,3347.31,"Active"
"14126.0",7,4,1172.46,"Active"
"15434.0",7,11,2567.06,"Active"
"12919.0",7,6,1335.19,"Active"
"17450.0",7,51,246973.09,"Active"
"15028.0",7,6,1157.71,"Active"
"17293.0",7,17,3774.23,"Active"
"14732.0",7,19,5517.07,"Active"
"16011.0",7,29,5880.46,"Active"
"13495.0",7,10,5374.26,"Active"
"15060.0",7,4,303.09,"Active"
"14092.0",7,24,7229.45,"Active"
"16966.0",7,7,2154.97,"Active"
"14766.0",7,11,6556.13,"Active"
"17942.0",7,1,77.50,"Active"
"16333.0",7,22,26626.80,"Active"
"12963.0",7,12,3601.59,"Active"
"16038.0",7,3,471.78,"Active"
"15373.0",7,17,3421.39,"Active"
"12762.0",7,2,1898.52,"Active"
"15862.0",7,13,2928.29,"Active"
"14367.0",7,16,9261.52,"Active"
"18097.0",7,11,4663.32,"Active"
"16899.0",7,8,1721.02,"Active"
"16242.0",7,14,7474.40,"Active"
"14655.0",7,7,3878.51,"Active"
"18077.0",7,18,4338.56,"Active"
"14897.0",7,8,3140.54,"Active"
"14895.0",7,38,25119.54,"Active"
"17350.0",7,7,1906.04,"Active"
"14448.0",8,2,375.35,"Active"
"14659.0",8,9,2529.93,"Active"
"14804.0",8,1,353.27,"Active"
"16700.0",8,25,9167.71,"Active"
"13509.0",8,8,1114.72,"Active"
"17911.0",8,1,366.23,"Active"
"17288.0",8,11,2499.98,"Active"
"18179.0",8,8,2547.55,"Active"
"18230.0",8,9,4291.06,"Active"
"17502.0",8,4,689.10,"Active"
"12572.0",8,2,1020.42,"Active"
"14146.0",8,12,9450.30,"Active"
"15251.0",8,21,20324.54,"Active"
"14713.0",8,21,5418.87,"Active"
"14289.0",8,6,911.26,"Active"
"16496.0",8,6,2330.77,"Active"
"14178.0",8,7,1620.93,"Active"
"15544.0",8,20,8162.43,"Active"
"16839.0",8,44,22310.49,"Active"
"14618.0",8,7,1342.32,"Active"
"12951.0",8,15,3213.72,"Active"
"15467.0",8,3,524.88,"Active"
"13854.0",8,39,12253.96,"Active"
"12784.0",8,3,1804.75,"Active"
"15380.0",8,11,3479.06,"Active"
"12429.0",8,8,7485.91,"Active"
"15951.0",8,3,1013.17,"Active"
"16712.0",8,13,4266.99,"Active"
"15101.0",8,6,1477.94,"Active"
"17937.0",8,7,4301.22,"Active"
"12714.0",8,12,14093.71,"Active"
"18158.0",8,2,453.40,"Active"
"14869.0",8,6,2804.24,"Active"
"16938.0",8,9,7043.18,"Active"
"17737.0",8,2,168.24,"Active"
"15021.0",8,12,2783.83,"Active"
"13090.0",8,24,14103.09,"Active"
"16376.0",8,2,987.01,"Active"
"13255.0",8,3,904.46,"Active"
"16156.0",8,20,6218.18,"Active"
"14047.0",8,14,4255.03,"Active"
"15680.0",8,10,4507.58,"Active"
"16265.0",8,12,6935.17,"Active"
"15654.0",8,2,922.53,"Active"
"12901.0",8,28,17654.54,"Active"
"12528.0",8,6,1933.48,"Active"
"12524.0",8,17,11126.11,"Active"
"14243.0",8,17,7431.05,"Active"
"15993.0",8,7,2797.57,"Active"
"16701.0",8,26,9916.73,"Active"
"15046.0",8,25,7812.39,"Active"
"14258.0",8,25,32051.34,"Active"
"16145.0",8,19,6805.44,"Active"
"13040.0",8,2,676.99,"Active"
"15687.0",8,9,2993.10,"Active"
"16915.0",8,11,1543.18,"Active"
"15712.0",8,12,3472.41,"Active"
"12921.0",8,74,35921.04,"Active"
"14385.0",8,3,202.11,"Active"
"12882.0",8,2,1463.04,"Active"
"15172.0",8,5,1624.05,"Active"
"13012.0",8,11,2972.83,"Active"
"15444.0",8,2,1418.26,"Active"
"17381.0",8,38,40002.37,"Active"
"13362.0",8,7,5394.07,"Active"
"17736.0",8,3,377.44,"Active"
"13159.0",8,4,1437.85,"Active"
"16782.0",9,38,10438.41,"Active"
"15297.0",9,3,641.94,"Active"
"16549.0",9,34,13182.19,"Active"
"13658.0",9,9,6025.50,"Active"
"13647.0",9,8,3071.68,"Active"
"16062.0",9,8,2863.45,"Active"
"16115.0",9,12,2575.14,"Active"
"14755.0",9,25,9972.55,"Active"
"14711.0",9,11,2868.80,"Active"
"18241.0",9,21,2986.99,"Active"
"12464.0",9,8,1212.05,"Active"
"12488.0",9,3,1298.66,"Active"
"14785.0",9,2,77.40,"Active"
"16852.0",9,2,144.91,"Active"
"14554.0",9,4,2381.04,"Active"
"14723.0",9,11,2093.06,"Active"
"14540.0",9,11,3795.34,"Active"
"12598.0",9,11,4534.09,"Active"
"14824.0",9,10,4022.91,"Active"
"14836.0",9,3,102.45,"Active"
"12630.0",9,2,1270.88,"Active"
"12670.0",9,7,3760.29,"Active"
"14432.0",9,6,2255.51,"Active"
"15903.0",9,12,8939.84,"Active"
"14893.0",9,3,1809.61,"Active"
"14390.0",9,13,6399.83,"Active"
"14388.0",9,16,6701.00,"Active"
"16241.0",9,16,4329.31,"Active"
"12787.0",9,4,862.18,"Active"
"14349.0",9,1,133.50,"Active"
"12798.0",9,4,8510.93,"Active"
"17101.0",9,7,2507.05,"Active"
"18058.0",9,3,774.06,"Active"
"16775.0",9,16,3056.89,"Active"
"15790.0",9,1,220.85,"Active"
"15782.0",9,4,4014.10,"Active"
"14963.0",9,12,3164.48,"Active"
"16295.0",9,4,1328.55,"Active"
"15755.0",9,17,5993.12,"Active"
"12953.0",9,2,828.81,"Active"
"12957.0",9,13,8706.97,"Active"
"12966.0",9,1,160.18,"Active"
"14156.0",9,156,313946.37,"Active"
"15024.0",9,16,4075.51,"Active"
"15039.0",9,93,40031.43,"Active"
"13068.0",9,2,344.00,"Active"
"14088.0",9,16,64036.80,"Active"
"16361.0",9,4,896.66,"Active"
"14062.0",9,24,25604.20,"Active"
"15615.0",9,47,21373.97,"Active"
"15073.0",9,8,2788.02,"Active"
"13147.0",9,4,712.80,"Active"
"15611.0",9,26,2997.28,"Active"
"15089.0",9,6,2420.84,"Active"
"14005.0",9,5,2874.72,"Active"
"13198.0",9,8,4974.23,"Active"
